id,z_um,y_um,x_um,radius_um,diameter_um,volume_um3,peak_gray
1,7.48,6.4197545,27.294586,0.24498935043811798,0.48997870087623596,0.06159283977338328,40752
2,6.63,23.000578,14.199987,0.20751887559890747,0.41503775119781494,0.037433585413482136,39038
3,3.06,4.1239486,13.944898,0.27024900913238525,0.5404980182647705,0.08267628242745453,39764
4,7.65,16.580824,8.8005905,0.28701484203338623,0.5740296840667725,0.09903795760571825,37742
5,2.72,2.9760451,14.582622,0.23633027076721191,0.47266054153442383,0.05529000980355814,36264
6,5.78,4.379038,15.26286,0.24684613943099976,0.4936922788619995,0.0630039281534554,33740
7,7.14,16.070644,8.332927,0.17903321981430054,0.3580664396286011,0.024037509902296375,33025
8,5.9500003,19.769444,12.754479,0.30021607875823975,0.6004321575164795,0.1133418909069713,33619
9,9.18,1.7856271,17.091002,0.23433205485343933,0.46866410970687866,0.05389937284225166,32754
10,2.72,3.656284,13.944898,0.4,0.8,0.26808257310632905,34308
11,3.57,4.974247,14.582622,0.14595869183540344,0.2919173836708069,0.013025022921686733,30780
12,4.08,5.2293367,14.752681,0.22185610234737396,0.4437122046947479,0.04574069360627695,31403
13,7.14,14.497592,13.137114,0.1947004199028015,0.389400839805603,0.030916425351953818,27453
14,6.46,12.32933,14.667651,0.244694322347641,0.489388644695282,0.0613705883549707,29768
15,4.08,1.870657,14.412561,0.1932726502418518,0.3865453004837036,0.030241255338484298,28079
16,6.8,11.776636,11.394002,0.25242137908935547,0.5048427581787109,0.06737007250525562,28393
17,7.31,9.650889,25.764048,0.15223324298858643,0.30446648597717285,0.014778049153948597,26294
18,9.86,0.6802389,15.43292,0.1850312203168869,0.3700624406337738,0.0265352784063269,26478
19,7.82,6.6323295,26.741892,0.398,0.796,0.2640814071923955,27482
20,7.31,13.307174,11.436517,0.19085191190242767,0.38170382380485535,0.029119113831165312,25451
21,5.9500003,12.626935,13.094599,0.18411999940872192,0.36823999881744385,0.02614517203230808,25245
22,7.31,22.362854,13.987412,0.21641908586025238,0.43283817172050476,0.042459539936489425,25026
23,9.18,16.240704,6.759874,0.21359755098819733,0.42719510197639465,0.04082041505101045,24337
24,5.1,21.937704,14.029927,0.2662201225757599,0.5324402451515198,0.07903350571161663,24361
25,5.1,21.55507,13.944898,0.2880439758300781,0.5760879516601562,0.10010712747557284,24509
26,6.46,7.6101727,27.84728,0.22236894071102142,0.44473788142204285,0.046058627367351515,24369
27,6.9700003,13.859868,14.540107,0.19157712161540985,0.3831542432308197,0.029452322059347835,23474
28,9.690001,1.0628732,17.048487,0.2826237976551056,0.5652475953102112,0.0945615957918727,24102
29,2.55,6.3772397,6.589814,0.18768760561943054,0.3753752112388611,0.027694618761692064,22864
30,7.48,6.249695,25.42393,0.22976770997047424,0.4595354199409485,0.05081074897037156,23117
